title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
[Mela] 茶树和积雪草祛痘霜（升级版）有助于减少痤疮，祛痘成分及BHA。,[Mela] 茶树和积雪草祛痘霜（升级版）有助于减少痤疮，祛痘成分及BHA。,3.5,https://cf.shopee.vn/file/vn-11134207-81ztc-moatwz0y4tfw03,http://shopee.vn/product/641644113/27552312752,Skincare,Acne Treatment,IVCN202606251586,2.26427E+11,https://detail.1688.com/offer/868621288601.html?spm=a26352.13672862.offerlist.4.74bf1e620ILk6O&offerId=868621288601&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=6495a644a4cd4dca9c3a17fe5981b7e8&skuId=5695011324214&forcePC=1773910512697,1688三档价格,6月25日,27552312752,8.4,热销品,,
Bio-essence Bio-Bright Hydra Glow All Day Cream (30g),默认,26,https://cf.shopee.com.my/file/my-11134207-7rasc-m3bjhngdi4ey41,http://shopee.com.my/product/193290472/27566205155,Skincare,Facial Moisturizer,IVCN202606251590,2.15517E+11,https://detail.1688.com/offer/695164616791.html?spm=a26352.13672862.offerlist.158.5d501e62t7AJ8a&offerId=695164616791&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=6041491287419&trace_log=normal&uuid=e25c3697c0f4484dbfec9af5c43d16ce&forcePC=1762418980511,1688三档价格,6月25日,27566205155,29.99,热销品,,
SKIN1004 马达加斯加积雪草安瓶套装,积雪草安瓿套装,16.9,https://cf.shopee.com.br/file/sg-11134207-7ra31-m544cvvx92fre2,http://shopee.com.br/product/457864097/27573783125,Skincare,Facial Serum & Essence,IVCN202606251594,2.27284E+11,https://detail.1688.com/offer/939877564510.html?spm=a26352.b28411319.offerlist.10.49431e62Bzcl8R,1688三档价格,6月25日,27573783125,20.39,热销品,,
凡士林炫彩润唇膏 Rogue Romance（艾米丽在巴黎限量版）,浪荡罗曼史,11.66,https://cf.shopee.ph/file/ph-11134207-7r98o-m005g57ds58af4,http://shopee.ph/product/40867978/27607457331,Skincare,Lip Treatment,IVCN202606251598,2.17796E+11,https://detail.1688.com/offer/831233554871.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,27607457331,11.66,热销品,,Lip Balm
CELIMAX 诺丽能量安瓶舒缓亮肤 50ML V2 [RENEWAL],CELIMAX 诺丽能量安瓶舒缓亮肤 50ML V2 [RENEWAL],12,https://cf.shopee.com.my/file/my-11134207-7rasa-m2rswpvd0kgy24,http://shopee.com.my/product/1062866477/27618039605,Skincare,Facial Serum & Essence,IVCN202606251603,2.57059E+11,https://detail.1688.com/offer/952598384817.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUR2VLJCEWT2KLFDU2NCEJFHUEUSHGVIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2EJNHEUWCHKVMUIQ2NKJJUOTSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,1688三档价格,6月25日,27618039605,125.47,热销品,,
【REJURAN】焕肤面膜 5片装 | 补水、焕新、舒缓、提亮肤色,翻转面膜（5片装）,17.54,https://cf.shopee.com.my/file/sg-11134207-824gy-meqlx8lodo9064,http://shopee.com.my/product/1243235725/27619550903,Skincare,Face Mask & Packs,IVCN202606251607,1.47584E+11,https://detail.1688.com/offer/956606206874.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,27619550903,17.54,热销品,,
【REJURAN】焕肤面膜 5片装 | 补水、焕新、舒缓、提亮肤色,翻转面膜（5片装）,17.54,https://cf.shopee.com.my/file/sg-11134207-824gy-meqlx8lodo9064,http://shopee.com.my/product/1243235725/27619550903,Skincare,Face Mask & Packs,IVCN202606251607,1.47584E+11,https://detail.1688.com/offer/956606206874.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,27619550903,17.54,热销品,,
【REJURAN】焕肤面膜 5片装 | 补水、焕新、舒缓、提亮肤色,翻转面膜（5片装）,17.54,https://cf.shopee.com.my/file/sg-11134207-824gy-meqlx8lodo9064,http://shopee.com.my/product/1243235725/27619550903,Skincare,Face Mask & Packs,IVCN202606251607,1.47584E+11,https://detail.1688.com/offer/956606206874.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,27619550903,17.54,热销品,,
Kojiesan 有色防晒霜 SPF50+ PA+++ 7.5g,Kojiesan 有色防晒霜 SPF50+ PA+++ 7.5g,3.73,https://cf.shopee.ph/file/ph-11134207-81ztd-mk2114vsqryae9,http://shopee.ph/product/398215424/22173558661,Skincare,Face Sunscreen,IVCN202606251616,1.75986E+11,https://detail.1688.com/offer/705467364608.html?spm=a26352.13672862.offerlist.94.3b7a1e62OyuO95,1688三档价格,6月25日,22173558661,3.73,热销品,,
Hi!papa 儿童洁面乳氨基酸洁面乳舒缓屏障无泪洁面泡沫 (80ml),80毫升*2,24,https://cf.shopee.com.my/file/cn-11134207-820l4-mnld5d5kmqkhca,http://shopee.com.my/product/1470583262/27629446516,Skincare,Facial Cleanser,IVCN202606251620,2.23933E+11,https://detail.1688.com/offer/984007607655.html?spm=a26352.b28411319.offerlist.6.37b31e623Zd59Z,1688三档价格,6月25日,27629446516,41.71,热销品,,
Elyzza 吸油纸，带小镜子和粉扑替换装，哑光效果，含细腻??散粉，80片装，控油洁面工具,1盒+1个替换装,3.89,https://cf.shopee.ph/file/cn-11134207-7ras8-m1nktnt2n57x97,http://shopee.ph/product/1073667436/28651470836,Skincare,Blotting Paper,IVCN202606251624,2.56834E+11,https://detail.1688.com/offer/862639312885.html?spm=a26352.b28411319.offerlist.23.13c81e6221l1Zh&cosite=-&tracelog=p4p&_p_isad=1&clickid=91b6e866fc8740c2beeccde5e1eb84b0&sessionid=msGP35x3xBCsxanMrJMkHiPXRBwntMW7n2Z1745481627631,1688三档价格,6月25日,28651470836,3.89,热销品,,
SUR.MEDIC 超级谷胱甘肽亮肤安瓶 32ml - 亮肤紧致精华液,组合精华液 - Kem,18.98,https://cf.shopee.vn/file/vn-11134207-7ra0g-m76beq8kbha06a,http://shopee.vn/product/406725551/27725084438,Skincare,Facial Serum & Essence,IVCN202606251628,2.33915E+11,https://detail.1688.com/offer/1001361916874.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i21&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982 https://detail.1688.com/offer/642009063766.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.30124514.offerlist.i10&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,27725084438,94.62,热销品,,
Embryolisse Lait-Crème Concentré 30ml - 超强修复乳液,Embryolisse Lait-Crème Concentré 30ml - 超强修复乳液,9.1,https://cf.shopee.vn/file/vn-11134201-7ras8-m2tcrx29pn2ebd,http://shopee.vn/product/193849872/27768154078,Skincare,Facial Moisturizer,IVCN202606251630,2.37045E+11,"https://detail.1688.com/offer/966661027569.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0
 https://detail.1688.com/offer/890029756983.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0",1688三档价格,6月25日,27768154078,19.62,热销品,,
【medicube官方】PDRN粉色胶原蛋白胶囊霜 | 轻盈保湿 | 烟酰胺 | 改善肤色不均,PDRN精华液+乳霜,23,https://cf.shopee.com.my/file/my-11134207-7rasb-m9tv97dayp6aac,http://shopee.com.my/product/564298235/27781666433,Skincare,Facial Moisturizer,IVCN202606251632,39562652326,"https://detail.1688.com/offer/903682558622.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982
 https://detail.1688.com/offer/863633054398.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982",1688三档价格,6月25日,27781666433,58.97,热销品,,
【medicube官方】PDRN粉色胶原蛋白胶囊霜 | 轻盈保湿 | 烟酰胺 | 改善肤色不均,Deep+PDRN二人组,33.84,https://cf.shopee.com.my/file/my-11134207-7rasl-maamqz9hi2bv5d,http://shopee.com.my/product/564298235/27781666433,Skincare,Facial Moisturizer,IVCN202606251638,2.80143E+11,"https://detail.1688.com/offer/903682558622.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982
 https://detail.1688.com/offer/918206551701.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i15&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982",1688三档价格,6月25日,27781666433,67.16,热销品,,
大米面部去角质凝胶，提亮肤色，深层清洁，去除黑头，控油，140克,大米面部去角质凝胶，提亮肤色，深层清洁，去除黑头，控油，140克,3.8,https://cf.shopee.com.br/file/cn-11134207-7ras8-m830hsoobzml90,http://shopee.com.br/product/1388464872/27481682524,Skincare,Face Scrub & Peel,IVCN202606251640,1.68828E+11,https://detail.1688.com/offer/713830440879.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,27481682524,4.17,热销品,,
CNP Laboratory 蜂胶能量安瓶是一款含有蜂胶提取物的肌肤修复精华液。,30毫升 无盒,10,https://cf.shopee.vn/file/vn-11134207-7ras8-m3esh0jjylnlf6,http://shopee.vn/product/406725551/27800168824,Skincare,Facial Serum & Essence,IVCN202606251646,89685224178,https://detail.1688.com/offer/950324575482.html?spm=a26352.b28411319.offerlist.24.2a351e62jPVh2x,1688三档价格,6月25日,27800168824,23,热销品,,
Hydra B5 Max精华液 & Multi Hydra B5 Max精华液（50毫升/瓶） - 肌肤修复亮白精华液,多头水螅B5,6,https://cf.shopee.vn/file/vn-11134207-820l4-mgg06d023evg98,http://shopee.vn/product/257978373/27807381353,Skincare,Facial Serum & Essence,IVCN202606251650,2.33081E+11,https://detail.1688.com/offer/990100918007.html?spm=a26352.b28411319.offerlist.6.3e7e1e62N0MTIY,1688三档价格,6月25日,27807381353,40.88,热销品,,
O.TWO.O 润唇膏，滋润变色，凡士林保湿天然配方，修护干燥双唇,#02 透明珊瑚色,7.03,https://cf.shopee.ph/file/ph-11134207-7r98r-lze8nukv74zi95,http://shopee.ph/product/860287702/27809110811,Skincare,Lip Treatment,IVCN202606251654,1.78381E+11,https://detail.1688.com/offer/885917375734.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i17&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,27809110811,7.03,热销品,,Lip Balm
O.TWO.O 润唇膏，滋润变色，凡士林保湿天然配方，修护干燥双唇,#04 肉桂,6.24,https://cf.shopee.ph/file/ph-11134207-7r98r-lze8nykvcem66c,http://shopee.ph/product/860287702/27809110811,Skincare,Lip Treatment,IVCN202606251658,1.78381E+11,https://detail.1688.com/offer/885917375734.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i17&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,27809110811,6.24,热销品,,Lip Balm
KOL x Sur.medic - SUR.MEDIC+ 超级谷胱甘肽亮肤安瓶 32ml 美白精华液,KOL x Sur.medic - SUR.MEDIC+ 超级谷胱甘肽亮肤安瓶 32ml 美白精华液,7,https://cf.shopee.vn/file/vn-11134207-81ztc-mofbipanz95981,http://shopee.vn/product/308769229/27831176002,Skincare,Facial Serum & Essence,IVCN202606251662,2.15929E+11,https://detail.1688.com/offer/653718036266.html?spm=a26352.13672862.offerlist.14.56955878nRVnwh&offerId=653718036266&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=4cd04ef9a27d41ddbad29c3934b54ca7&skuId=4867855700110&forcePC=1766463137192,1688三档价格,6月25日,27831176002,39.73,热销品,,
CeraVe控油保湿凝露霜 52毫升,CeraVe控油保湿凝露霜 52毫升,11,https://cf.shopee.com.my/file/my-11134207-820lb-mp3cgzbkcy6lab,http://shopee.com.my/product/1156857586/27873582419,Skincare,Facial Moisturizer,IVCN202606251666,1.68664E+11,https://detail.1688.com/offer/945308357639.html?spm=a26352.b28411319.offerlist.5.29051e6229uqM2,1688三档价格,6月25日,27873582419,16.34,热销品,,
Curseys 茶树深层斑点贴 18S,Curseys 茶树深层斑点贴 18S,1.38,https://cf.shopee.com.my/file/sg-11134201-7rdx4-m00luv6dluhv8f,http://shopee.com.my/product/135870504/27910857810,Skincare,Acne Treatment,IVCN202606251672,2.33206E+11,https://detail.1688.com/offer/914528337816.html?spm=a26352.13672862.offerlist.40.57851e62ksPe6j&offerId=914528337816&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=267cdf3899594d1b811aa88f81c3f213&skuId=5946176154877&forcePC=1762414151533,1688三档价格,6月25日,27910857810,1.38,热销品,,
裸妆阳光亲吻润色防晒霜，含生物胎盘素和Appore成分，SPF 50 PA++++ 50克,百乐清轻盈粉底液 50克,2.5,https://cf.shopee.ph/file/ph-11134207-7rasl-maq8ly41n4y057,http://shopee.ph/product/62570952/29216352332,Skincare,Face Sunscreen,IVCN202606251676,2.48078E+11,https://detail.1688.com/offer/920690071165.html?spm=a26352.b28411319.offerlist.87.6d601e62HmfGsq,1688三档价格,6月25日,29216352332,4.63,热销品,,
SKIN1004 马达加斯加积雪草安瓶套装（茶树舒缓安瓶 + 马达加斯加积雪草安瓶 + 亮肤胶囊安瓶 + 毛孔细致清新安瓶）,SKIN1004 马达加斯加积雪草安瓶套装（茶树舒缓安瓶 + 马达加斯加积雪草安瓶 + 亮肤胶囊安瓶 + 毛孔细致清新安瓶）,17,https://cf.shopee.com.br/file/sg-11134207-7rdxn-m02r185p0gtq2a,http://shopee.com.br/product/920292999/28011017243,Skincare,Facial Serum & Essence,IVCN202606251682,2.41578E+11,https://detail.1688.com/offer/911627952469.html?spm=a26352.b28411319.offerlist.100.5f231e62NCUejb,1688三档价格,6月25日,28011017243,70.09,热销品,,
SKIN1004 马达加斯加积雪草安瓶套装（茶树舒缓安瓶 + 马达加斯加积雪草安瓶 + 亮肤胶囊安瓶 + 毛孔细致清新安瓶）,SKIN1004 马达加斯加积雪草安瓶套装（茶树舒缓安瓶 + 马达加斯加积雪草安瓶 + 亮肤胶囊安瓶 + 毛孔细致清新安瓶）,17,https://cf.shopee.com.br/file/sg-11134207-7rdxn-m02r185p0gtq2a,http://shopee.com.br/product/920292999/28011017243,Skincare,Facial Serum & Essence,IVCN202606251682,2.41578E+11,https://detail.1688.com/offer/911627952469.html?spm=a26352.b28411319.offerlist.100.5f231e62NCUejb,1688三档价格,6月25日,28011017243,70.09,热销品,,
Elyzza 吸油纸，带小镜子和粉扑替换装，哑光效果，含细腻??散粉，80片装，控油洁面工具,3个替换装,3.6,https://cf.shopee.ph/file/cn-11134207-7ras8-m1nku79o5wktdb,http://shopee.ph/product/1073667436/28651470836,Skincare,Blotting Paper,IVCN202606251686,2.56834E+11,https://detail.1688.com/offer/803990434205.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28651470836,4.72,热销品,,
组合装 2 盒，每盒 10 片，生物纤维椰子胚芽面膜：B5 修复款 + B3 美白款，25 克 x 20 片，Happyskin 品牌 Emmie 出品,2盒B5恢复剂,4,https://cf.shopee.vn/file/vn-11134207-81ztc-moamin91yozw8a,http://shopee.vn/product/52045633/28028130966,Skincare,Face Mask & Packs,IVCN202606251690,1.68755E+11,https://detail.1688.com/offer/815090539671.html?spm=a26352.13672862.offerlist.9.10391e62nCWysM,1688三档价格,6月25日,28028130966,63.05,热销品,,
Miinskin 5% 烟酰胺美白精华液，有助于淡化色斑，均匀肤色，韩国制造，30毫升,Miinskin 5% 烟酰胺美白精华液，有助于淡化色斑，均匀肤色，韩国制造，30毫升,5,https://cf.shopee.vn/file/vn-11134207-81ztc-mp3ix6rkhlohfd,http://shopee.vn/product/1256938246/28087255026,Skincare,Facial Serum & Essence,IVCN202606251695,3.00276E+11,https://detail.1688.com/offer/582899343799.html?spm=a26352.13672862.offerlist.1.64ef4a48bMRL5G&cosite=-&tracelog=p4p&_p_isad=1&clickid=4c0812f137104f74ab0e1b171368cad1&sessionid=1102fae32b33c06f922d5ea16a8e3ffe,1688三档价格,6月25日,28087255026,35.82,热销品,,
【组合装】旁氏亮白奇迹多效日夜美白霜两件套，蕴含50倍尼奥酚，有效淡化色斑，每瓶45克+45克,组合,24.6,https://cf.shopee.vn/file/vn-11134207-81ztc-mp229u46dfyae7,http://shopee.vn/product/1397276155/28168826891,Skincare,Facial Moisturizer,IVCN202606251699,2.57122E+11,https://detail.1688.com/offer/956749965131.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0 https://detail.1688.com/offer/930997716194.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28168826891,25.24,热销品,,
【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,1.7,https://cf.shopee.ph/file/sg-11134207-823o9-mot9egw1aebl61,http://shopee.ph/product/889743183/28178243847,Skincare,Facial Serum & Essence,IVCN202606251703,1.95842E+11,https://detail.1688.com/offer/659434504936.html?spm=a26352.13672862.offerlist.62.47665145hUrhFE&cosite=-&tracelog=p4p&_p_isad=1&clickid=4f456004fd56459d82b633cad755503e&sessionid=4180bcb95c195e35ab5ca49986ea33f3,1688三档价格,6月25日,28178243847,37.6,热销品,,
【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,1.7,https://cf.shopee.ph/file/sg-11134207-823o9-mot9egw1aebl61,http://shopee.ph/product/889743183/28178243847,Skincare,Facial Serum & Essence,IVCN202606251703,1.95842E+11,https://detail.1688.com/offer/659434504936.html?spm=a26352.13672862.offerlist.62.47665145hUrhFE&cosite=-&tracelog=p4p&_p_isad=1&clickid=4f456004fd56459d82b633cad755503e&sessionid=4180bcb95c195e35ab5ca49986ea33f3,1688三档价格,6月25日,28178243847,37.6,热销品,,
【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,1.7,https://cf.shopee.ph/file/sg-11134207-823o9-mot9egw1aebl61,http://shopee.ph/product/889743183/28178243847,Skincare,Facial Serum & Essence,IVCN202606251703,1.95842E+11,https://detail.1688.com/offer/659434504936.html?spm=a26352.13672862.offerlist.62.47665145hUrhFE&cosite=-&tracelog=p4p&_p_isad=1&clickid=4f456004fd56459d82b633cad755503e&sessionid=4180bcb95c195e35ab5ca49986ea33f3,1688三档价格,6月25日,28178243847,37.6,热销品,,
【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,【EQQUALBERRY官方】紫米PDRN毛孔细致精华液30ml – 纯素胶原蛋白&肽毛孔细致提升肌肤弹性烟酰胺积雪草外泌体亮肤舒缓,1.7,https://cf.shopee.ph/file/sg-11134207-823o9-mot9egw1aebl61,http://shopee.ph/product/889743183/28178243847,Skincare,Facial Serum & Essence,IVCN202606251703,1.95842E+11,https://detail.1688.com/offer/659434504936.html?spm=a26352.13672862.offerlist.62.47665145hUrhFE&cosite=-&tracelog=p4p&_p_isad=1&clickid=4f456004fd56459d82b633cad755503e&sessionid=4180bcb95c195e35ab5ca49986ea33f3,1688三档价格,6月25日,28178243847,37.6,热销品,,
Boom De Ah Dah 生长因子舒缓安瓶 50ml（绿色）- 修复和减少痤疮精华液（包装破损）,Boom De Ah Dah 生长因子舒缓安瓶 50ml（绿色）- 修复和减少痤疮精华液（包装破损）,6.02,https://cf.shopee.vn/file/vn-11134207-81ztc-mp3tgfbrl4az0e,http://shopee.vn/product/762071045/28203324923,Skincare,Facial Serum & Essence,IVCN202606251717,1.87597E+11,,1688三档价格,6月25日,28203324923,35.52,热销品,,
Mediheal 舒缓膏 100 片装（7 种可选）,马达加斯加赛德,10.01,https://cf.shopee.com.my/file/sg-11134201-7rd3k-lx4sk6eh6zbg65,http://shopee.com.my/product/825441900/28204140827,Skincare,Face Mask & Packs,IVCN202606251719,1.48689E+11,https://detail.1688.com/offer/935700981650.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28204140827,10.01,热销品,,
（品牌收据）AHA 30% + BHA 2% 去角质精华液 - The Ordinary 化学去角质精华液。,新的,5.53,https://cf.shopee.vn/file/bce4e48b9832ac1be9f51cc196804c33,http://shopee.vn/product/251681437/4836611279,Skincare,Face Scrub & Peel,IVCN202606251721,2.66837E+11,https://detail.1688.com/offer/930578273274.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,4836611279,5.53,热销品,,
Elyzza 吸油纸，带小镜子和粉扑替换装，哑光效果，含细腻??散粉，80片装，控油洁面工具,两个盒子,5,https://cf.shopee.ph/file/cn-11134207-7r98o-lvyhqril750jd2,http://shopee.ph/product/1073667436/28651470836,Skincare,Blotting Paper,IVCN202606251725,2.05141E+11,https://detail.1688.com/offer/871609982863.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28651470836,5.54,热销品,,
【马尼拉发货】Elyzza吸油纸，2-3天到货，附赠小镜子和粉扑，使用后可打造哑光妆效，配有细腻散粉清洁工具。,两个盒子,5.54,https://cf.shopee.ph/file/cn-11134207-7r98o-lz4b6iz47ng386,http://shopee.ph/product/1073667436/29808223738,Skincare,Blotting Paper,IVCN202606251727,2.46405E+11,https://detail.1688.com/offer/820868874852.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A212b9de517676092689461387e102b&token=NIxz8ixCemycc%2B1fTd8gdPyRUr4eIpSl16aJi4xL9U5e%2BlqE0PlXhksN3XHNTKTr,1688三档价格,6月25日,29808223738,5.54,热销品,,
GRWM Cosmetics Lip Maxx - 高度滋养润唇膏,Tto-Tto,3.5,https://cf.shopee.ph/file/ph-11134207-81ztf-mhke36jt23nnf4,http://shopee.ph/product/390010734/28323181589,Skincare,Lip Treatment,IVCN202606251729,2.57443E+11,https://detail.1688.com/offer/1030446223569.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28323181589,18.77,热销品,,Lip Balm
FACERINNA-[5.5 低 pH 值] B5 凝胶洁面乳 温和不刺激 适合敏感肌肤 面部护肤洁面乳 120ml,120毫升 - 低pH值,7,https://cf.shopee.com.my/file/my-11134207-820l6-mmlmt7tibthg0e,http://shopee.com.my/product/1473495725/28338172236,Skincare,Facial Cleanser,IVCN202606251735,2.3791E+11,https://detail.1688.com/offer/631868905805.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28338172236,14.43,热销品,,
【50片装】日本羊胎盘脐带干细胞面膜 - 保质期至2028年,40 件,4.05,https://cf.shopee.vn/file/vn-11134207-7r98o-lvoa9lae35cq47,http://shopee.vn/product/141766886/28450823481,Skincare,Face Mask & Packs,IVCN202606251737,1.95123E+11,https://detail.1688.com/offer/857400536935.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28450823481,4.05,热销品,,
Bio-essence Bio-Bright Hydra Glow Airy Moist Cream (30g),默认,30.34,https://cf.shopee.com.my/file/sg-11134301-7repj-m2tcubu8q30sce,http://shopee.com.my/product/193290472/28468159173,Skincare,Facial Moisturizer,IVCN202606251741,1.76811E+11,https://detail.1688.com/offer/860707457774.html?spm=a26352.13672862.offerlist.274.666e1e62ZYI5Oo&offerId=860707457774&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=a46d5db2033245bcbec90f0414b3a18f&skuId=5675778424897&forcePC=1762402392512,1688三档价格,6月25日,28468159173,30.34,热销品,,
Tinh ch?t MD Care NMF 益生元精华液 - 精制改善配方 30ml,30毫升整盒装,33,https://cf.shopee.vn/file/vn-11134207-820l4-mib489csighs41,http://shopee.vn/product/631267947/28473134609,Skincare,Facial Serum & Essence,IVCN202606251745,1.59123E+11,https://detail.1688.com/offer/736652694656.html?spm=a26352.13672862.offerlist.60.2baa1e62YXKTlm&offerId=736652694656&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=e7227a32f60849c98d125dc0857a1b11&skuId=5248677192622&forcePC=1762402099112,1688三档价格,6月25日,28473134609,41.66,热销品,,
SKINTIFIC 阿拉斯加火山毛孔排毒泥面膜棒，去除黑头，清洁毛孔，保湿面膜，Muka护肤,火山 40克*1,3,https://cf.shopee.com.my/file/my-11134207-820lc-me72twxq60w4f9,http://shopee.com.my/product/1430310740/28476185240,Skincare,Face Mask & Packs,IVCN202606251749,1.47681E+11,https://detail.1688.com/offer/978337348121.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28476185240,9.09,热销品,,
SKINTIFIC 阿拉斯加火山毛孔排毒泥面膜棒，去除黑头，清洁毛孔，保湿面膜，Muka护肤,亮白 40克*2,6,https://cf.shopee.com.my/file/my-11134207-820l5-mhledncjgg05e1,http://shopee.com.my/product/1430310740/28476185240,Skincare,Face Mask & Packs,IVCN202606251753,2.43263E+11,https://detail.1688.com/offer/978337348121.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,28476185240,9.39,热销品,,
SEYOUL 21天精华液 | 淡化黄褐斑、雀斑、毛孔粗大，帮助肌肤焕发光彩，健康亮泽,购买 1,8.8,https://cf.shopee.ph/file/ph-11134207-820l8-mnrsdrgwow02aa,http://shopee.ph/product/1245550668/28525726205,Skincare,Facial Serum & Essence,IVCN202606251759,1.59013E+11,https://detail.1688.com/offer/685665008000.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,28525726205,28.32,热销品,,
