title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
白胁姬腋下去角质磨砂膏，减少暗沉,白胁姬腋下去角质磨砂膏，减少暗沉,38.87,https://cf.shopee.vn/file/vn-11134207-81ztc-mqqhdo22gg74c1,http://shopee.vn/product/274574647/14209216699,Bath & Body Care,Body Scrub & Peel,IVCN2026082114888,1.1419E+11,,1688三档价格,46255,14209216699,38.87,热销品,,
【100% 原装正品】JARDIN PHARMA SEN-C-TIV 植物性皮肤屏障修护霜 100ml,SEN-C-TIV x 3件,81.72,https://cf.shopee.com.my/file/sg-11134201-8262h-ml68wpqnzk7h93,http://shopee.com.my/product/9751782/47906499528,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082114892,4.40584E+11,,1688三档价格,46255,47906499528,81.72,热销品,,
Apatheia 焕彩美白面膜 日本美白面膜 500克,1罐500克,21.91,https://cf.shopee.vn/file/vn-11134207-81ztc-mp955y1vq0i764,http://shopee.vn/product/853061261/22838413590,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082114896,2.04524E+11,https://detail.1688.com/offer/959495866155.html?spm=a26352.13672862.offerlist.323.737153efcsqElk&offerId=959495866155&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=382ca9a4fd1a47c49f4410b7b7822932&skuId=6096397578065&forcePC=1758696793937,1688三档价格,46255,22838413590,21.91,热销品,,
SKINEVER 水杨酸去角质身体乳 买一送一,去角质,17.23,https://cf.shopee.ph/file/ph-11134207-81zti-mh0dn98e13wtda,http://shopee.ph/product/1022331475/29260263617,Bath & Body Care,Body Scrub & Peel,IVCN2026082114900,98994267162,https://detail.1688.com/offer/905496555230.html?spm=a26352.b28411319.offerlist.20.7bd41e62mzLmax,1688三档价格,46255,29260263617,17.23,热销品,,
❤️强效抗过敏舒缓霜❤️缓解神经痛，低刺激配方,迁移总理,11.15,https://cf.shopee.ph/file/ph-11134207-7ra0m-mdb6b0vndzse11,http://shopee.ph/product/1485961465/42617888289,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082114904,2.71473E+11,,1688三档价格,46255,42617888289,11.15,热销品,,
日本健康瘦身笔（7.5）原味,日本健康瘦身笔（7.5）原味,734.9,https://cf.shopee.com.my/file/my-11134207-820lh-mr041qo3198i13,http://shopee.com.my/product/46009508/58064648632,Bath & Body Care,Others,IVCN2026082114908,3.3626E+11,,1688三档价格,46255,58064648632,734.9,热销品,,
COD SNOWHITEE 雪白雪肤护理乳液，适用于敏感肌肤及疤痕湿疹，100ml 原装正品,草莓*2,18.28,https://cf.shopee.com.my/file/my-11134207-820lf-moje7s3xi0i78a,http://shopee.com.my/product/1150793472/55011088515,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082114912,3.35967E+11,,1688三档价格,46255,55011088515,18.28,热销品,,
（买一送一）SKINEVER 水杨酸烟酰胺亮白多功能洁面皂,水杨酸,10.00058,https://cf.shopee.ph/file/ph-11134207-81ztj-mh09jasnsemicf,http://shopee.ph/product/1022331475/21796497284,Bath & Body Care,Body Wash & Soap,IVCN2026082114918,2.36274E+11,,1688三档价格,46255,21796497284,10.00058,热销品,,
LUSH 睡眠按摩皂（薰衣草和洋甘菊水）,LUSH 睡眠按摩皂（薰衣草和洋甘菊水）,66.09,https://cf.shopee.sg/file/sg-11134201-8259w-mqed3cjxucjz40,http://shopee.sg/product/295945208/54510837023,Bath & Body Care,Massage Oil,IVCN2026082114922,2.67632E+11,,1688三档价格,46255,54510837023,66.09,热销品,,
MEDILAB DAYCELL 羊胎素美白润肤乳 - Minhngoc.Korean,MEDILAB 美白面膜,42.56,https://cf.shopee.vn/file/vn-11134207-7qukw-lik1f7oiig2a13,http://shopee.vn/product/77362122/23945981832,Bath & Body Care,Body Masks,IVCN2026082114926,49670385373,,1688三档价格,46255,23945981832,42.56,热销品,,
天然绿茶草本沐浴露，清洁油脂，减少粉刺和体味 250克,1 茶,14.39,https://cf.shopee.vn/file/vn-11134207-81ztc-mq8ftg8wu77k1a,http://shopee.vn/product/24191239/49862390837,Bath & Body Care,Body Wash & Soap,IVCN2026082114930,3.91072E+11,,1688三档价格,46255,49862390837,14.39,热销品,,
定制订单产品,定制肥皂订单 2,24.72,https://cf.shopee.ph/file/ph-11134207-820lg-mpmcn6jiiubz38,http://shopee.ph/product/227244944/14914017939,Bath & Body Care,Body Scrub & Peel,IVCN2026082114934,69032339672,,1688三档价格,46255,14914017939,24.72,热销品,,
Boni天然走珠止汗露两支装，每支55毫升 - 选择您喜欢的款式,2. 椰子和葡萄柚,3.77,https://cf.shopee.com.br/file/br-11134207-820lg-mp9xv8icm1a8ea,http://shopee.com.br/product/1656830435/58262216665,Bath & Body Care,Body Deodorants,IVCN2026082114950,1.59793E+11,,1688三档价格,46255,58262216665,3.77,热销品,,
干刷身体磨砂膏，适用于面部和身体，光滑背部磨砂刷，越南制造，真鬃毛材质,长款优质马,46.19,https://cf.shopee.vn/file/vn-11134207-81ztc-mq8wmaap3uvga9,http://shopee.vn/product/776145810/42172404990,Bath & Body Care,Body Scrub & Peel,IVCN2026082114956,3.31159E+11,,1688三档价格,46255,42172404990,46.19,热销品,,
老姜足浴包 Ginger Foot Bath 8pack Mandian Kaki Halia,老姜足浴包 Ginger Foot Bath 8pack Mandian Kaki Halia,11.92,https://cf.shopee.com.my/file/sg-11134201-820n4-mno3py9ucoaqd7,http://shopee.com.my/product/102692511/2078736843,Bath & Body Care,Others,IVCN2026082114960,51055401773,,1688三档价格,46255,2078736843,11.92,热销品,,
买一送一 坐骨神经舒缓按摩油 – 草本按摩油，舒缓背部、臀部和腿部 | 放松按摩油,30毫升/1个,3.93,https://cf.shopee.ph/file/cn-11134207-820l4-mpmeo01tla8011,http://shopee.ph/product/1621219375/56862440918,Bath & Body Care,Massage Oil,IVCN2026082114964,4.21078E+11,,1688三档价格,46255,56862440918,3.93,热销品,,
（附赠唇刷）Jary Premium B5 美白身体乳 200ml - 防晒修护乳液,（附赠唇刷）Jary Premium B5 美白身体乳 200ml - 防晒修护乳液,11.64,https://cf.shopee.vn/file/vn-11134207-820l4-mei7ely07myu43,http://shopee.vn/product/591354/29990439129,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082114968,2.76243E+11,,1688三档价格,46255,29990439129,11.64,热销品,,
83克 Medicube 香氛止汗棒,83克 Medicube 香氛止汗棒,14.81,https://cf.shopee.com.br/file/sg-11134201-824g5-mpewaokb38csfa,http://shopee.com.br/product/533389264/47262166992,Bath & Body Care,Body Deodorants,IVCN2026082114972,3.11055E+11,,1688三档价格,46255,47262166992,14.81,热销品,,
3瓶装驱鸟驱蝠泡沫，400毫升/250克 - Dominus,3瓶装驱鸟驱蝠泡沫，400毫升/250克 - Dominus,54.7,https://cf.shopee.com.br/file/sg-11134201-82621-mlo3tgclji8fd7,http://shopee.com.br/product/1284094057/58256686024,Bath & Body Care,Sun Care,IVCN2026082114976,1.59553E+11,,1688三档价格,46255,58256686024,54.7,热销品,,
水晶明矾石棒状止汗剂 60克 男女通用,3个单位,10.42,https://cf.shopee.com.br/file/br-11134207-820l9-mqn65jbhrugze3,http://shopee.com.br/product/1867093337/58264202274,Bath & Body Care,Body Deodorants,IVCN2026082114980,1.29841E+11,,1688三档价格,46255,58264202274,10.42,热销品,,
【正品原装】快速美白霜 防水速效美白乳液 含烟酰胺，适用于面部和身体,快速美白霜 x 1,13.41,https://cf.shopee.ph/file/cn-11134207-7r98o-lv3dav5cjf7x87,http://shopee.ph/product/1252549624/22190072064,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082116166,2.26316E+11,,1688三档价格,46255,22190072064,13.41,热销品,,
【100%正品】茶壳牌烟酰胺&熊果苷亮肤皂 - 均匀肤色，淡化色斑，控油，减少痘痘，适用于面部和身体 100克,100克*2,3.99,https://cf.shopee.vn/file/cn-11134207-820l4-mp1zt6tilqmne6,http://shopee.vn/product/1778396569/51959986731,Bath & Body Care,Body Wash & Soap,IVCN2026082114986,2.7767E+11,,1688三档价格,46255,51959986731,3.99,热销品,,
Natura Homem 身体除臭剂补充装（3 件）,Natura Homem 身体除臭剂补充装（3 件）,26.49,https://cf.shopee.com.br/file/4f7ca0848d74919911999c0cd52c62ee,http://shopee.com.br/product/334439841/16484506128,Bath & Body Care,Body Deodorants,IVCN2026082114990,2.02184E+11,,1688三档价格,46255,16484506128,26.49,热销品,,
【美白霜，针对深色褶皱】Greenika Kini 超强美白霜，专为比基尼线和大腿内侧深色褶皱设计,【美白霜，针对深色褶皱】Greenika Kini 超强美白霜，专为比基尼线和大腿内侧深色褶皱设计,7.63,https://cf.shopee.ph/file/ph-11134207-81ztc-mllpv7o1m8zs1e,http://shopee.ph/product/92793143/2876827622,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082114996,42043631230,,1688三档价格,46255,2876827622,7.63,热销品,,
GlowTheoryPH T 美容皂 Glow 香皂,T15 全套,110.21,https://cf.shopee.ph/file/ph-11134207-820lg-mqpezjlk8ikg29,http://shopee.ph/product/1750597250/53464077440,Bath & Body Care,Body Wash & Soap,IVCN2026082115000,4.21215E+11,,1688三档价格,46255,53464077440,110.21,热销品,,
【正品】Christina Rose De Mer 背部去角质霜，适用于背部油性、易长痘和粗糙肌肤,【正品】Christina Rose De Mer 背部去角质霜，适用于背部油性、易长痘和粗糙肌肤,44.71,https://cf.shopee.vn/file/vn-11134207-81ztc-mpivq94l08hsbc,http://shopee.vn/product/1694725288/26794978197,Bath & Body Care,Body Scrub & Peel,IVCN2026082115004,4.21018E+11,,1688三档价格,46255,26794978197,44.71,热销品,,
Sukin 滋润身体乳（经典款）500毫升，蕴含乳木果油和牛油果油，令肌肤柔滑水润。,500毫升,35.14,https://cf.shopee.sg/file/588a953086564cb4b97d7969538f41b2,http://shopee.sg/product/244748575/6628602397,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115008,16226048829,,1688三档价格,46255,6628602397,35.14,热销品,,
蜜桃美白沐浴露 30分钟 300克 - 促进肌肤美白 - MD Beauty,1. 美白浴,3.35,https://cf.shopee.vn/file/vn-11134207-81ztc-mnftcnskjqbnb6,http://shopee.vn/product/148598690/27328015494,Bath & Body Care,Body Wash & Soap,IVCN2026082115014,3.90834E+11,,1688三档价格,46255,27328015494,3.35,热销品,,
【官方】GMEELAN 樱花腋下美白霜身体乳保湿霜 30g 护肤美容樱桃保湿晚间凝胶谷胱甘肽修复珍珠舒适柔滑,2件装（享15%折扣）,59.38,https://cf.shopee.sg/file/cn-11134207-820l4-mohnreup2233a1,http://shopee.sg/product/969097836/27226165486,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115018,2.47638E+11,,1688三档价格,46255,27226165486,59.38,热销品,,
W0nderox 沐浴露，请选择您的单位,100微米,64.96,https://cf.shopee.ph/file/ph-11134207-820l9-momfc0ry4nwib6,http://shopee.ph/product/275148995/57061048178,Bath & Body Care,Body Wash & Soap,IVCN2026082115024,2.82642E+11,,1688三档价格,46255,57061048178,64.96,热销品,,
OAZ SPF 70 防晒霜三支装（身体及面部适用）- 200毫升,OAZ SPF 70 防晒霜三支装（身体及面部适用）- 200毫升,18.64,https://cf.shopee.com.br/file/br-11134201-820mg-mqxu3wr5jf2f7f,http://shopee.com.br/product/583145132/21799884276,Bath & Body Care,Sun Care,IVCN2026082115026,1.89612E+11,,1688三档价格,46255,21799884276,18.64,热销品,,
ALADA 亮肤谷胱甘肽皂 70克 买一送一 提亮肤色，柔滑肌肤，减少色素沉着,3件,14.23,https://cf.shopee.ph/file/ph-11134207-820l6-mqn6fi6ljrped6,http://shopee.ph/product/619234342/24346990848,Bath & Body Care,Body Wash & Soap,IVCN2026082115030,4.05337E+11,,1688三档价格,46255,24346990848,14.23,热销品,,
Peppertones Guthione 1200mg KR GTT 美白皂,1瓶SQ全套,53.91,https://cf.shopee.ph/file/ph-11134207-820lb-monqsoxooaob06,http://shopee.ph/product/35589151/50260300444,Bath & Body Care,Body Wash & Soap,IVCN2026082115034,2.82608E+11,,1688三档价格,46255,50260300444,53.91,热销品,,
日本烟酰胺美白皂 80g 私处美白 身体肌肤提亮美白沐浴露 去除黑色素/去角质/鸡皮/背部痤疮,买五送四,146.07,https://cf.shopee.sg/file/cn-11134207-7ras8-m7zzhdr4totu7a,http://shopee.sg/product/1431130279/28223248627,Bath & Body Care,Body Wash & Soap,IVCN2026082115038,1.49101E+11,,1688三档价格,46255,28223248627,146.07,热销品,,
【HUONG GIANG'S CHOICE】COLORKEY 玫瑰之恋沐浴露，烟酰胺提亮肤色，持久留香 400ml,沐浴露+去角质磨砂膏,45.65,https://cf.shopee.vn/file/cn-11134207-820l4-mqyb5eq3d5hh39,http://shopee.vn/product/379382494/42665326367,Bath & Body Care,Body Wash & Soap,IVCN2026082115042,3.46146E+11,,1688三档价格,46255,42665326367,45.65,热销品,,
LANNING脱毛慕斯——快速温和，不刺激，适合所有肤质,2瓶,41.76,https://cf.shopee.com.my/file/cn-11134207-820l4-mitvniemfwg642,http://shopee.com.my/product/1338796837/26919256505,Bath & Body Care,Hair Removal Cream & Wax,IVCN2026082116160,2.52151E+11,,1688三档价格,46255,26919256505,41.76,热销品,,
组合 Poern Kertat 3 朵花，由 Puteri 提供,组合洗发水,23.68,https://cf.shopee.com.my/file/my-11134207-820lb-mriwf23yqfpj9d,http://shopee.com.my/product/279582996/27088678304,Bath & Body Care,Body Wash & Soap,IVCN2026082115052,4.06271E+11,,1688三档价格,46255,27088678304,23.68,热销品,,
皇家白多效合一沐浴皂（120克）,皇家白多效合一沐浴皂（120克）,2.8,https://cf.shopee.ph/file/ph-11134207-81ztm-mefiv4givjt17b,http://shopee.ph/product/98324041/3748036586,Bath & Body Care,Body Wash & Soap,IVCN2026082115056,70697807458,https://detail.1688.com/offer/768283441036.html?spm=a26352.b28411319.offerlist.17.79b71e62eTw5J1,1688三档价格,46255,3748036586,2.8,热销品,,
AESTURA Atobarrier 365 身体乳/润肤霜 - 采用 Derma On 技术，适用于敏感肌肤,身体乳 400毫升,52.36,https://cf.shopee.sg/file/sg-11134207-822yk-mi13f2jahseab3,http://shopee.sg/product/1376920100/28768254551,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082116514,2.05574E+11,,1688三档价格,46255,28768254551,52.36,热销品,,
SKINEVER 长效止汗除臭剂 氯化铝清凉腋下霜 美白淡斑 30克,30克,36.78,https://cf.shopee.sg/file/cn-11134207-820l4-mia0miruwnbb58,http://shopee.sg/product/1710345434/52254168122,Bath & Body Care,Body Deodorants,IVCN2026082115061,4.30396E+11,,1688三档价格,46255,52254168122,36.78,热销品,,
灰姑娘焕彩纤体买一送一 - 肌肤必备液体非沐浴皂,滴注罐-NNULA,97.14,https://cf.shopee.ph/file/ph-11134207-820lg-mq1n4zpcpog266,http://shopee.ph/product/1862724516/45063049675,Bath & Body Care,Body Wash & Soap,IVCN2026082115064,2.08849E+11,,1688三档价格,46255,45063049675,97.14,热销品,,
【买一送一】比通草本祛痘精华油，原装比通草本祛痘油，美蓉奇迹油 30ml,买一送一（60毫升）,6.58,https://cf.shopee.ph/file/sg-11134201-825ax-mg4vc9ecjlla4a,http://shopee.ph/product/820937849/40725462646,Bath & Body Care,Massage Oil,IVCN2026082115070,2.92065E+11,,1688三档价格,46255,40725462646,6.58,热销品,,
2025年最新款泰坦天然按摩精油，安全滋养呵护身体健康。,买二送一,83.22,https://cf.shopee.sg/file/sg-11134201-7rdvh-mbnnp8jztn30fd,http://shopee.sg/product/1242846180/40354048390,Bath & Body Care,Massage Oil,IVCN2026082115074,2.70342E+11,,1688三档价格,46255,40354048390,83.22,热销品,,
附近有售腋下除臭精华液,附近有售腋下除臭精华液,42.65,https://cf.shopee.vn/file/vn-11134207-81ztc-mpueg60c5rt94e,http://shopee.vn/product/52682951/54361508272,Bath & Body Care,Body Deodorants,IVCN2026082115078,4.31001E+11,,1688三档价格,46255,54361508272,42.65,热销品,,
强效脱毛膏，适用于女性腿部、手臂和身体。,1个,2.52,https://cf.shopee.com.br/file/cn-11134207-7r98o-lu4f4abj8ynn99,http://shopee.com.br/product/579380607/24374098642,Bath & Body Care,Hair Removal Cream & Wax,IVCN2026082115082,1.87433E+11,,1688三档价格,46255,24374098642,2.52,热销品,,
[NARD] 温和神经酰胺沐浴露，500毫升 - 保湿舒缓护理,神经酰胺，500毫升+500毫升,59.65,https://cf.shopee.com.my/file/sg-11134201-22110-58idw7o56cjvfd,http://shopee.com.my/product/607869104/14140900008,Bath & Body Care,Body Wash & Soap,IVCN2026082115086,3.71031E+11,,1688三档价格,46255,14140900008,59.65,热销品,,
MAMA LIM Neem Herbal Soap 林妈妈苦楝草药皂,1 件,21.04,https://cf.shopee.com.my/file/my-11134207-820lc-mqfoh3xcgoi314,http://shopee.com.my/product/14322226/664557323,Bath & Body Care,Body Wash & Soap,IVCN2026082115092,4.16182E+11,,1688三档价格,46255,664557323,21.04,热销品,,
⭐全新配方⭐ g&h Protect 止汗走珠香体露 - 100毫升,⭐全新配方⭐ g&h Protect 止汗走珠香体露 - 100毫升,6.18,https://cf.shopee.com.my/file/sg-11134201-81zvh-mn5hc1pnda816c,http://shopee.com.my/product/294998537/28271788531,Bath & Body Care,Body Deodorants,IVCN2026082115096,2.52344E+11,https://detail.1688.com/offer/815672441883.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,46255,28271788531,6.18,热销品,,
买一送一，湿疹油草本配方，天然有效,30毫升/1个,4.47,https://cf.shopee.ph/file/cn-11134207-820l4-mpxpnal8qvwt8c,http://shopee.ph/product/1846679519/57562874035,Bath & Body Care,Massage Oil,IVCN2026082115098,4.41117E+11,,1688三档价格,46255,57562874035,4.47,热销品,,
Allergoff 特应性皮炎舒缓保湿沐浴露 - 250毫升管装,Allergoff 特应性皮炎舒缓保湿沐浴露 - 250毫升管装,51.24,https://cf.shopee.vn/file/vn-11134207-81ztc-mmzjhvufxxqg3e,http://shopee.vn/product/975491320/56207006989,Bath & Body Care,Body Wash & Soap,IVCN2026082115102,3.10626E+11,,1688三档价格,46255,56207006989,51.24,热销品,,
Moesie｜Brightening Body Scrub Bath Gel 3 in 1 Exfoliating Whitening Shower Gel Walnut Bird Nest 300mL 美白磨砂沐浴露,买一送一,170.94,https://cf.shopee.com.my/file/my-11134207-820l6-mq1gplux3gnh66,http://shopee.com.my/product/492144224/56863030159,Bath & Body Care,Body Scrub & Peel,IVCN2026082115108,3.86129E+11,,1688三档价格,46255,56863030159,170.94,热销品,,
Alluora StarGlow 身体乳 250克 x 6,Alluora StarGlow 身体乳 250克 x 6,337.04,https://cf.shopee.sg/file/sg-11134207-7rfg6-m9tmjzzz3qmpf9,http://shopee.sg/product/16621/29567313455,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115112,2.57008E+11,,1688三档价格,46255,29567313455,337.04,热销品,,
干刷身体磨砂膏，适用于面部和身体，光滑背部磨砂刷，越南制造，真鬃毛材质,短款优质马,27.38,https://cf.shopee.vn/file/vn-11134207-81ztc-mq8wm5oiiy9tf5,http://shopee.vn/product/776145810/42172404990,Bath & Body Care,Body Scrub & Peel,IVCN2026082115116,3.31159E+11,,1688三档价格,46255,42172404990,27.38,热销品,,
【实物拍摄】正品白玉莲花二合一家用美白身体乳,绿色 - 新型号,12.38,https://cf.shopee.vn/file/vn-11134207-7ras8-mbvtxp4xmb1m4a,http://shopee.vn/product/50056203/14727560469,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115120,2.65646E+11,,1688三档价格,46255,14727560469,12.38,热销品,,
【FDA】FAYANKOU 尿素润肤乳，含神经酰胺，舒缓干燥肌肤，修护美白润肤乳 500克,尿素润肤乳 + 尿素霜,9.6,https://cf.shopee.ph/file/cn-11134207-820l4-mr6qgdzkbi0x09,http://shopee.ph/product/1195304036/27960893866,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082116072,2.37381E+11,"https://detail.1688.com/offer/829992826336.html?spm=a26352.b28411319.offerlist.6.3e261e621l0kFg
https://detail.1688.com/offer/830372264911.html?spm=a26352.b28411319.offerlist.1.42751e627g7mci&cosite=-&tracelog=p4p&_p_isad=1&clickid=41c0fe224051427aa21ad13f77854902&sessionid=0b32823979a8e766a8bcc57ffb145774",1688三档价格,46255,27960893866,9.6,热销品,,
本地卖家✨燃脂霜、瘦身霜、疯狂排汗、减肥、燃烧脂肪、肥胖瘦身、健康体态、好身材,买二送一🔥90% 选择,83.11,https://cf.shopee.sg/file/cn-11134207-7ras8-madybhkkxg5967,http://shopee.sg/product/1343692340/29320798831,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115130,2.08068E+11,,1688三档价格,46255,29320798831,83.11,热销品,,
Ibu Putih 磨砂膏美白促进剂,150克（试用装），4件套组合装,36.12,https://cf.shopee.com.my/file/sg-11134207-825ay-mqzjoixz10jo99,http://shopee.com.my/product/123709555/27395277685,Bath & Body Care,Body Scrub & Peel,IVCN2026082115134,3.51287E+11,,1688三档价格,46255,27395277685,36.12,热销品,,
Ibu Putih 磨砂膏美白促进剂,500克（特大号），4件套组合装,65.66,https://cf.shopee.com.my/file/sg-11134207-825ay-mqzjoixz10jo99,http://shopee.com.my/product/123709555/27395277685,Bath & Body Care,Body Scrub & Peel,IVCN2026082115138,3.51287E+11,,1688三档价格,46255,27395277685,65.66,热销品,,
【买一送一】LBLS 亮采腋下干爽走珠止汗香体露 | 40毫升装,买一送一,2.67,https://cf.shopee.ph/file/sg-11134201-8259u-mg3562oi9ds8b7,http://shopee.ph/product/1654473426/44125253581,Bath & Body Care,Body Deodorants,IVCN2026082115142,1.67351E+11,https://detail.1688.com/offer/994038640715.html?spm=a26352.b28411319.offerlist.31.d1a81e62D0V7BF,1688三档价格,46255,44125253581,2.67,热销品,,
原装 Carolina Herrera Good Girl 100ml 身体乳,原装 Carolina Herrera Good Girl 100ml 身体乳,51.41,https://cf.shopee.com.my/file/my-11134207-820lc-mhkwu1iow35u01,http://shopee.com.my/product/36225434/56402234075,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115146,2.62209E+11,,1688三档价格,46255,56402234075,51.41,热销品,,
✨原厂正品✨全新配方磨砂膏 美容磨砂膏 - 浆果磨砂膏，适用于面部和身体 + 低价❤️,1 件 磨砂膏 (S),26.6,https://cf.shopee.com.my/file/my-11134207-820l6-mopgwwcv87ppf1,http://shopee.com.my/product/189602768/27501592497,Bath & Body Care,Body Scrub & Peel,IVCN2026082115150,3.07647E+11,,1688三档价格,46255,27501592497,26.6,热销品,,
Safecare 护发精油芳香疗法 Safe Care 10ml 芳香疗法滚珠精油 Freshcare 药用 Fresh Care 润肤膏保湿,清爽型 30 毫升,7.14,https://cf.shopee.com.my/file/sg-11134201-22110-p9du8f7h5xjv30,http://shopee.com.my/product/11224386/1855287042,Bath & Body Care,Massage Oil,IVCN2026082115156,29265032541,,1688三档价格,46255,1855287042,7.14,热销品,,
（YTNING官方店）爽肤霜 80ml - COCOMO,（买1）乳霜,119.36,https://cf.shopee.sg/file/sg-11134207-7rfgd-m9rpi1fxjty1fe,http://shopee.sg/product/9641401/42150874771,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115160,2.65073E+11,,1688三档价格,46255,42150874771,119.36,热销品,,
男士私处脱毛膏，适用于肛门毛、阴毛、胡须、大腿毛、手臂毛、胸毛、腋毛等部位，100克脱毛膏，温和不刺激。,🔥买二送一,66.89,https://cf.shopee.sg/file/cn-11134207-7ras8-m366eo9eennu3c,http://shopee.sg/product/1224166693/26619063980,Bath & Body Care,Hair Removal Cream & Wax,IVCN2026082115164,1.78571E+11,,1688三档价格,46255,26619063980,66.89,热销品,,
[公司产品] 377 烟酰胺视黄醇 LUCENBASE 身体乳有助于锁住水分，提亮肤色。,[公司产品] 377 烟酰胺视黄醇 LUCENBASE 身体乳有助于锁住水分，提亮肤色。,9.04,https://cf.shopee.vn/file/vn-11134207-81ztc-mr88922ffbpg78,http://shopee.vn/product/314325268/24933794605,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115168,1.08411E+11,,1688三档价格,46255,24933794605,9.04,热销品,,
SNAILWHITE 身体美白乳液 SPF30/PA+++ 350ml 两瓶装 (DREAMRS),两瓶装，每瓶350毫升,43.76,https://cf.shopee.ph/file/ph-11134207-820lh-mo4wcxyyje2o27,http://shopee.ph/product/63054318/27666698588,Bath & Body Care,Sun Care,IVCN2026082115174,3.65908E+11,,1688三档价格,46255,27666698588,43.76,热销品,,
萨米亮白身体乳（500毫升）,肯柴500毫升,11.33,https://cf.shopee.vn/file/vn-11134207-820l4-mje4m83h3e9z0e,http://shopee.vn/product/492132462/43327957691,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115178,4.45423E+11,,1688三档价格,46255,43327957691,11.33,热销品,,
JENNIE MOON PR DERMA PLUS 身体赋活精华液，使用优惠码 B1T1,JENNIE MOON PR DERMA PLUS 身体赋活精华液，使用优惠码 B1T1,29.49,https://cf.shopee.ph/file/ph-11134207-820l4-mqlge00sjifj91,http://shopee.ph/product/1612943/2972305706,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115182,46130286960,,1688三档价格,46255,2972305706,29.49,热销品,,
Swarva天然除臭柿子皂,Swarva天然除臭柿子皂,14.31,https://cf.shopee.com.my/file/sg-11134201-824hs-mejpnhruxsed10,http://shopee.com.my/product/294906413/50551094364,Bath & Body Care,Body Wash & Soap,IVCN2026082115184,3.751E+11,,1688三档价格,46255,50551094364,14.31,热销品,,
香皂 沐浴露 美白,2 肥皂 沐浴露,50.52,https://cf.shopee.com.my/file/my-11134207-820lg-mgf0oaqd4z6207,http://shopee.com.my/product/4565640/44900405898,Bath & Body Care,Body Wash & Soap,IVCN2026082115190,2.97103E+11,,1688三档价格,46255,44900405898,50.52,热销品,,
【茧系列】MISGLO 高级去角质手套，100% 正宗土耳其生蚕丝,茧,19,https://cf.shopee.vn/file/vn-11134207-7r98o-lnxmfb9o57qyef,http://shopee.vn/product/140992453/10307850507,Bath & Body Care,Body Scrub & Peel,IVCN2026082115194,2.03145E+11,https://detail.1688.com/offer/681793034063.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17670758650878227e0ec6&token=ikFIcw9MUmVfJXeuL17UXFLnCVhNOfgXwmE4%2FffUU%2B18yCPO9fRCiS%2BnRol%2B%2BZPQ,1688三档价格,46255,10307850507,19,热销品,,
全新防晒喷雾 SPF50+ PA++++ 不粘腻，不留白痕，快速形成清爽薄膜,3瓶,15.87,https://cf.shopee.com.my/file/sg-11134201-823py-mpbunmwcdszk0e,http://shopee.com.my/product/985736952/27395018011,Bath & Body Care,Sun Care,IVCN2026082115198,3.21046E+11,,1688三档价格,46255,27395018011,15.87,热销品,,
Theo10 沐浴露 1升 | 采用 Theo10 植物科技™,梨与小苍兰,101.02,https://cf.shopee.sg/file/sg-11134207-7renu-m29d6kj1yczfe3,http://shopee.sg/product/184283840/26916613928,Bath & Body Care,Body Wash & Soap,IVCN2026082115202,1.08502E+11,,1688三档价格,46255,26916613928,101.02,热销品,,
【星级推荐】长效保湿身体乳，自然透亮肌肤，保湿霜，身体乳，保湿霜,买一送一。,8.64,https://cf.shopee.vn/file/vn-11134207-81ztc-mq4hgzq7ytcd4b,http://shopee.vn/product/1649910839/40682177590,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN2026082115207,3.61141E+11,,1688三档价格,46255,40682177590,8.64,热销品,,
